Barcode	Brand	Wheel Name	Model	Retail price	Export price	Stock	Photo	Features	PCD	PCD2	INCH	ET Value	J Value	HUB size	Color	Production Type	Max Load	Rim Weight	Holes1	Holes2
00000017024433	Forzza	Ratlankis Forzza Sigma 9X21 5X112 ET25 66,45 Black Magic FLOW FORMING	Sigma	370.00	254.00	26	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9_5x21_black_magic_1000.jpg	fr21512	112.00	0.00	21	25	9.0	66.45	Black Magic	Flow Forming	815.0000	12.7000	5	0
00000017024495	Forzza	Ratlankis Forzza Sigma 9,5X22 5X112 ET30 66,45 Black Magic	Sigma	387.00	297.00	4	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9_5x21_black_magic_1000.jpg	fr22512	112.00	0.00	22	30	9.5	66.45	Black Magic	Flow Forming	815.0000	13.9000	5	0
00000017024518	Forzza	Ratlankis Forzza Sigma 10,5X22 5X120 ET37 74,1 Black Magic	Sigma	387.00	297.00	1	http://4ratis.lt/customer_xml/Photos/forzza_sigma_22x10_5_black_magic_1000.jpg	fr22520	120.00	0.00	22	37	10.5	74.10	Black Magic	Flow Forming	815.0000	14.3000	5	0
00000017021678	Forzza	Ratlankis Forzza Sigma 8,5X19 5X112 ET25 CB66,45 Black Magic	Sigma	220.00	150.00	2	http://4ratis.lt/customer_xml/Photos/forzza_sigma_8_5_black_magic_1000.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Black Magic	Flow Forming	815.0000	10.7500	5	0
00000017020015	Forzza	Ratlankis Forzza Sigma 9X20 5X112 ET42 CB66,56 Black Magic	Sigma	249.00	180.00	12	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_black_magic_x_1000.jpg	fr20512	112.00	0.00	20	42	9.0	66.56	Black Magic	Flow Forming	815.0000	11.5000	5	0
00000017020046	Forzza	Ratlankis Forzza Sigma 10,5X20 5X114,3 ET40 CB73,1 Black Magic	Sigma	317.00	233.00	7	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10x20_black_magic_x_1000.jpg	fr20514	114.30	0.00	20	40	10.5	73.10	Black Magic	Flow Forming	815.0000	11.8000	5	0
00000017022057	Forzza	Ratlankis Forzza Sigma 9X20 5X130 ET45 CB71,6 Black Magic	Sigma	249.00	180.00	3	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_black_magic_x_1000.jpg	fr20530	130.00	0.00	20	45	9.0	71.60	Black Magic	Flow Forming	815.0000	12.0000	5	0
00000017024440	Forzza	Ratlankis Forzza Sigma 9,5X21 5X112 ET30 66,45 Black Magic FLOW FORMING	Sigma	370.00	254.00	8	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9_5x21_black_magic_1000.jpg	fr21512	112.00	0.00	21	30	9.5	66.45	Black Magic	Flow Forming	815.0000	12.8000	5	0
00000017024525	Forzza	Ratlankis Forzza Sigma 11,5X22 5X120 ET40 74,1 Black Magic	Sigma	387.00	297.00	3	http://4ratis.lt/customer_xml/Photos/forzza_sigma_22x11_5_black_magic_1000.jpg	fr22520	120.00	0.00	22	40	11.5	74.10	Black Magic	Flow Forming	815.0000	14.8000	5	0
00000017022637	Forzza	Ratlankis Forzza Sigma 9X20 5X114,3 ET35  CB73,1 Black Magic	Sigma	317.00	233.00	11	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_black_magic_x_1000.jpg	fr20514	114.30	0.00	20	35	9.0	73.10	Black Magic	Flow Forming	815.0000	11.5000	5	0
00000017024457	Forzza	Ratlankis Forzza Sigma 10,5X21 5X112 ET38 66,45 Black Magic FLOW FORMING	Sigma	370.00	254.00	16	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9_5x21_black_magic_1000.jpg	fr21512	112.00	0.00	21	38	10.5	66.45	Black Magic	Flow Forming	815.0000	13.3000	5	0
00000017021586	Forzza	Ratlankis Forzza Sigma 10X20 5X120 ET40 CB74,1 SFM	Sigma	249.00	180.00	20	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_sfm_1000.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Silver Face Machined	Flow Forming	815.0000	12.4500	5	0
00000017024464	Forzza	Ratlankis Forzza Sigma 9X21 5X112 ET25 66,56 GMReflex FLOW FORMING	Sigma	370.00	254.00	9	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_gm_reflex_light_1000.jpg	fr21512	112.00	0.00	21	25	9.0	66.56	Gunmetal Reflex	Flow Forming	815.0000	12.7000	5	0
00000017021562	Forzza	Ratlankis Forzza Sigma 10,5X20 5X112 ET40 CB66,56 Gun Metal Reflex	Sigma	249.00	180.00	25	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_gm_reflex_light_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.56	Gunmetal Reflex	Flow Forming	815.0000	12.5000	5	0
00000017024471	Forzza	Ratlankis Forzza Sigma 9,5X21 5X112 ET30 66,45 GMReflex FLOW FORMING	Sigma	370.00	254.00	21	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_gm_reflex_light_1000.jpg	fr21512	112.00	0.00	21	30	9.5	66.45	Gunmetal Reflex	Flow Forming	815.0000	12.8000	5	0
00000017022651	Forzza	Ratlankis Forzza Sigma 8,5X19 5X112 ET42 CB66,45 Black Magic	Sigma	264.00	201.00	33	http://4ratis.lt/customer_xml/Photos/forzza_sigma_8_5_black_magic_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Black Magic	Flow Forming	815.0000	10.7000	5	0
00000017021579	Forzza	Ratlankis Forzza Sigma 10,5X20 5X112 ET40 CB66,56 SFM	Sigma	249.00	180.00	9	http://4ratis.lt/customer_xml/Photos/forzza_sigma_11x20_sfm_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.56	Silver Face Machined	Flow Forming	815.0000	12.5000	5	0
00000017022040	Forzza	Ratlankis Forzza Sigma 11X20 5X120 ET37 CB74,1 Black Magic	Sigma	317.00	233.00	7	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10x20_black_magic_x_1000.jpg	fr20520	120.00	0.00	20	37	11.0	74.10	Black Magic	Flow Forming	815.0000	12.9000	5	0
00000017024488	Forzza	Ratlankis Forzza Sigma 10,5X21 5X112 ET38 66,45 GMReflex FLOW FORMING	Sigma	370.00	254.00	26	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_gm_reflex_light_1000.jpg	fr21512	112.00	0.00	21	38	10.5	66.45	Gunmetal Reflex	Flow Forming	815.0000	13.3000	5	0
00000017021647	Forzza	Ratlankis Forzza Sigma 9X20 5X120 ET32 CB72,56 SFM	Sigma	249.00	180.00	12	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_sfm_1000.jpg	fr20520	120.00	0.00	20	32	9.0	72.56	Silver Face Machined	Flow Forming	815.0000	12.0000	5	0
00000017022071	Forzza	Ratlankis Forzza Sigma 9X20 5X120 ET32 CB72,56 Black Magic	Sigma	317.00	233.00	21	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_black_magic_x_1000.jpg	fr20520	120.00	0.00	20	32	9.0	72.56	Black Magic	Flow Forming	815.0000	12.0000	5	0
00000017021623	Forzza	Ratlankis Forzza Sigma 9X20 5X112 ET25 66,56 SFM	Sigma	249.00	180.00	20	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_sfm_1000.jpg	fr20512	112.00	0.00	20	25	9.0	66.56	Silver Face Machined	Flow Forming	815.0000	12.0000	5	0
00000017023313	Forzza	Ratlankis Forzza Sigma 10X20 5X120 ET40 CB74,1 Black Magic	Sigma	317.00	233.00	21	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10x20_black_magic_x_1000.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Black Magic	Flow Forming	815.0000	12.4500	5	0
00000017021630	Forzza	Ratlankis Forzza Sigma 9X20 5X112 ET32 66,56 SFM	Sigma	249.00	180.00	3	http://4ratis.lt/customer_xml/Photos/forzza_sigma_9x20_sfm_1000.jpg	fr20512	112.00	0.00	20	32	9.0	66.56	Silver Face Machined	Flow Forming	815.0000	12.0000	5	0
00000017023320	Forzza	Ratlankis Forzza Sigma 10X20 5X120 ET40 CB74,1 Dark Grey	Sigma	249.00	180.00	19	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_dark_grey_1000.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Dark Grey	Flow Forming	815.0000	12.4500	5	0
00000017022033	Forzza	Ratlankis Forzza Sigma 10,5X20 5X112 ET40 CB66,56 Black Magic	Sigma	249.00	180.00	28	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10x20_black_magic_x_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.56	Black Magic	Flow Forming	815.0000	12.5000	5	0
00000017027601	Forzza	Ratlankis Forzza Sigma 10X20 5X120 ET40 CB74,1 Gunmetal Reflex	Sigma	249.00	180.00	8	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_gm_reflex_light_1000.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Gunmetal Reflex	Flow Forming	815.0000	12.4500	5	0
00000017025126	Forzza	Ratlankis Forzza Sigma 10,5X20 5X112 ET40 CB66,56 Dark Grey	Sigma	249.00	180.00	20	http://4ratis.lt/customer_xml/Photos/forzza_sigma_10_5x20_dark_grey_1000.jpg	fr20512	112.00	0.00	20	40	10.5	66.56	Dark Grey	Flow Forming	815.0000	12.5000	5	0
00000017021708	Forzza	Ratlankis Forzza Oregon 8X18 5X100 ET42 CB73,1 Black Magic	Oregon	228.00	175.00	22	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x18_black_magic_1000.jpg	fr18500	100.00	0.00	18	42	8.0	73.10	Black Magic	Flow Forming	690.0000	9.0000	5	0
00000017021715	Forzza	Ratlankis Forzza Oregon 8X18 5X108 ET42 CB73,1 Black Magic	Oregon	228.00	175.00	21	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x18_black_magic_1000.jpg	fr18508	108.00	0.00	18	42	8.0	73.10	Black Magic	Flow Forming	690.0000	9.0000	5	0
00000017019996	Forzza	Ratlankis Forzza Oregon 8X18 5X114,3 ET40 73,1 Black Magic	Oregon	228.00	175.00	54	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x18_black_magic_1000.jpg	fr18514	114.30	0.00	18	40	8.0	73.10	Black Magic	Flow Forming	690.0000	9.0000	5	0
00000017019170	Forzza	Ratlankis Forzza Oregon 8X18 5X120 ET35 CB72,56 Black Magic	Oregon	228.00	175.00	20	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x18_black_magic_1000.jpg	fr18520	120.00	0.00	18	35	8.0	72.56	Black Magic	Flow Forming	690.0000	9.0000	5	0
00000017023221	Forzza	Ratlankis Forzza Oregon 8,5X19 5X108 ET45 CB73,1 Black Magic	Oregon	264.00	201.00	12	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9_5x19_black_magic_1000.jpg	fr19508	108.00	0.00	19	45	8.5	73.10	Black Magic	Flow Forming	725.0000	9.7000	5	0
00000017022613	Forzza	Ratlankis Forzza Oregon 10,5X20 5X114,3 ET40 73,1 Black Magic	Oregon	317.00	233.00	20	http://4ratis.lt/customer_xml/Photos/forzza_oregon_10x20_black_magic_1000.jpg	fr20514	114.30	0.00	20	40	10.5	73.10	Black Magic	Flow Forming	725.0000	12.0000	5	0
00000017024396	Forzza	Ratlankis Forzza Oregon 9X21 5X112 ET25 66,45 Black Magic FLOW FORMING	Oregon	370.00	254.00	10	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x21_black_magic_1000.jpg	fr21512	112.00	0.00	21	25	9.0	66.45	Black Magic	Flow Forming	815.0000	12.1000	5	0
00000017019163	Forzza	Ratlankis Forzza Oregon 8X18 5X112 ET42 CB66,45 Black Magic	Oregon	228.00	175.00	50	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9x18_black_magic_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Black Magic	Flow Forming	690.0000	9.0000	5	0
00000017023238	Forzza	Ratlankis Forzza Oregon 8X18 5X120 ET35 72,56 GMReflex	Oregon	228.00	175.00	15	http://4ratis.lt/customer_xml/Photos/forzza_oregon_8x18_gm_reflex_1000.jpg	fr18520	120.00	0.00	18	35	8.0	72.56	Gunmetal Reflex	Flow Forming	690.0000	9.0000	5	0
00000017016452	Forzza	Ratlankis Forzza Oregon 9,5X19 5X112 ET38 66,45 Dark Grey	Oregon	264.00	201.00	6	http://4ratis.lt/customer_xml/Photos/forzza_oregon_8x18_dark_grey_1000.jpg	fr19512	112.00	0.00	19	38	9.5	66.45	Dark Grey	Flow Forming	725.0000	10.0000	5	0
00000017022194	Forzza	Ratlankis Forzza Oregon 8,5X19 5X114,3 ET42 CB73,1 Black Magic	Oregon	264.00	201.00	21	http://4ratis.lt/customer_xml/Photos/forzza_oregon_9_5x19_black_magic_1000.jpg	fr19514	114.30	0.00	19	42	8.5	73.10	Black Magic	Flow Forming	725.0000	9.7000	5	0
2000000122847	Forzza	Ratlankis Forzza Oregon 10X20 5X112 ET40 66,45 GMReflex	Oregon	317.00	233.00	12	http://4ratis.lt/customer_xml/Photos/forzza_oregon_10x20_gm_reflex_1000.jpg	fr20512	112.00	0.00	20	40	10.0	66.45	Gunmetal Reflex	Flow Forming	725.0000	11.7000	5	0
